NODE_0037010	No Russia on stem
NODE_0037012	No Russia on stem
NODE_0037013	No Russia on stem
NODE_0037016	No Russia on stem
NODE_0037026	No Russia on stem
NODE_0037034	No Russia on stem
NODE_0037047	2020-03-13
NODE_0037739	2020-03-13
NODE_0037746	No Russia on stem
NODE_0037774	2020-03-13
NODE_0037803	2020-03-13
NODE_0038565	2020-03-22
NODE_0038670	2020-03-22
NODE_0038817	2020-04-05
NODE_0038825	No Russia on stem
NODE_0038833	No Russia on stem
NODE_0038837	No Russia on stem
NODE_0038842	No Russia on stem
NODE_0038846	No Russia on stem
NODE_0038853	2020-03-31
NODE_0038857	2020-03-31
NODE_0038861	2020-03-31
NODE_0038881	2020-03-31
NODE_0038884	2020-03-31
NODE_0038893	No Russia on stem
NODE_0038899	No Russia on stem
NODE_0038906	No Russia on stem
NODE_0038909	2020-03-31
NODE_0038910	2020-03-31
NODE_0038930	2020-03-31
NODE_0038933	2020-03-31
NODE_0038937	2020-03-31
NODE_0038938	2020-03-31
NODE_0038956	2020-03-31
NODE_0038984	No Russia on stem
NODE_0039044	No Russia on stem
NODE_0039106	No Russia on stem
NODE_0039188	No Russia on stem
NODE_0039265	No Russia on stem
NODE_0039290	No Russia on stem
NODE_0039293	No Russia on stem
NODE_0039348	No Russia on stem
NODE_0039355	No Russia on stem
NODE_0039358	No Russia on stem
NODE_0039388	No Russia on stem
NODE_0039400	No Russia on stem
NODE_0039467	2020-07-29
NODE_0039469	2020-07-29
NODE_0039482	No Russia on stem
NODE_0039545	No Russia on stem
NODE_0039551	2020-11-25
NODE_0039601	2020-03-13
NODE_0039606	No Russia on stem
NODE_0039617	No Russia on stem
NODE_0039660	No Russia on stem
NODE_0039664	2020-03-13
NODE_0039757	No Russia on stem
NODE_0039770	No Russia on stem
NODE_0039776	No Russia on stem
NODE_0039804	No Russia on stem
NODE_0039814	No Russia on stem
NODE_0039838	No Russia on stem
NODE_0039863	No Russia on stem
NODE_0039934	No Russia on stem
NODE_0039936	No Russia on stem
NODE_0040189	2020-08-24
NODE_0040195	2020-08-24
NODE_0040244	No Russia on stem
NODE_0041059	2020-04-17
NODE_0041106	No Russia on stem
NODE_0041410	No Russia on stem
NODE_0041414	2020-04-17
NODE_0041417	2020-04-17
NODE_0041429	2020-04-17
NODE_0041435	2020-04-17
NODE_0041436	2020-04-17
NODE_0041443	2020-04-17
NODE_0041466	2020-04-17
NODE_0041476	2020-04-17
NODE_0041500	No Russia on stem
NODE_0041503	No Russia on stem
NODE_0041504	No Russia on stem
NODE_0041586	2020-04-17
NODE_0041649	No Russia on stem
NODE_0041701	No Russia on stem
NODE_0041715	No Russia on stem
NODE_0041717	No Russia on stem
NODE_0041721	No Russia on stem
NODE_0041725	No Russia on stem
NODE_0041726	No Russia on stem
NODE_0041790	2020-04-17
NODE_0041838	2020-04-17
NODE_0041849	No Russia on stemNODE_0001380	No Russia on stem
NODE_0001775	No Russia on stem
NODE_0005044	No Russia on stem
NODE_0009889	No Russia on stem
NODE_0013453	No Russia on stem
NODE_0015417	No Russia on stem
NODE_0016262	No Russia on stem
NODE_0018914	No Russia on stem
